,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,zip_code_ta,Population,Sample Count,Black or Black and other race,White,Median Income,Median Family Income In The Past 12 Months,Black alone,Median Age,Housing Units,Average Unit Size,Density (persons per square mile)
166,166,166,166,166,166,166,166,11363,6952.0,550.0,146.0,4124.0,50866.0,125907.0,124.0,47.8,2661.0,2.612551672303645,8041.426928
167,167,167,167,167,167,167,167,11364,36806.0,2900.0,1194.0,14708.0,40369.0,92310.0,962.0,44.8,13554.0,2.7155083370222814,13995.54475
168,168,168,168,168,168,168,168,11365,44983.0,2600.0,4254.0,15033.0,30716.0,75024.0,3815.0,40.8,15571.0,2.8888960246612294,16921.105330000002
169,169,169,169,169,169,169,169,11366,14650.0,1200.0,829.0,6295.0,31675.0,90026.0,768.0,40.6,4633.0,3.1620979926613426,12357.99087
170,170,170,170,170,170,170,170,11367,41824.0,2600.0,3930.0,23407.0,30023.0,64438.0,3526.0,36.4,14580.0,2.8685871056241425,17275.6734
171,171,171,171,171,171,171,171,11368,112425.0,6300.0,12777.0,42338.0,21905.0,48245.0,11805.0,32.4,28502.0,3.9444600378920778,41767.09726
172,172,172,172,172,172,172,172,11369,34118.0,3300.0,6112.0,9834.0,25773.0,61875.0,5546.0,38.3,10294.0,3.314357878375753,35854.2247
173,173,173,173,173,173,173,173,11370,32514.0,2700.0,5064.0,13704.0,28123.0,79861.0,4869.0,37.5,7993.0,4.067809333166521,27239.53329
174,174,174,174,174,174,174,174,11371,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0
175,175,175,175,175,175,175,175,11372,61844.0,2700.0,2435.0,35443.0,30999.0,59083.0,1973.0,40.5,23814.0,2.596959771562946,90415.19674
176,176,176,176,176,176,176,176,11373,93967.0,6200.0,2472.0,20359.0,25317.0,54873.0,2003.0,38.2,30285.0,3.1027571404985967,66154.85564
177,177,177,177,177,177,177,177,11374,42653.0,3000.0,2345.0,22481.0,38072.0,82615.0,1881.0,43.8,19416.0,2.1967964565306963,46481.87633
178,178,178,178,178,178,178,178,11375,73488.0,5400.0,3444.0,44651.0,50363.0,103712.0,2008.0,42.7,32857.0,2.236601028700125,34713.636360000004
179,179,179,179,179,179,179,179,11377,86421.0,6000.0,2812.0,42254.0,30227.0,60870.0,2299.0,40.0,31400.0,2.7522611464968154,35324.41998
180,180,180,180,180,180,180,180,11378,37279.0,3800.0,1047.0,26836.0,34100.0,84646.0,635.0,37.7,12604.0,2.957711837511901,13648.458840000001
181,181,181,181,181,181,181,181,11379,37851.0,3700.0,730.0,29559.0,38713.0,99488.0,367.0,42.7,13504.0,2.8029472748815167,16781.20482
182,182,182,182,182,182,182,182,11385,106717.0,8100.0,3222.0,87155.0,34339.0,73624.0,2415.0,35.4,35126.0,3.038119911176906,27288.126210000002
183,183,183,183,183,183,183,183,11411,20759.0,2400.0,19475.0,699.0,37369.0,106230.0,19233.0,44.2,6270.0,3.3108452950558216,15873.396069999999
184,184,184,184,184,184,184,184,11412,37458.0,3800.0,34470.0,661.0,33009.0,89179.0,33702.0,40.5,11039.0,3.393242141498324,21191.98056
185,185,185,185,185,185,185,185,11413,42443.0,3600.0,39730.0,987.0,35915.0,92219.0,39084.0,39.8,12356.0,3.435011330527679,12552.25806
186,186,186,186,186,186,186,186,11414,29219.0,1200.0,1289.0,22761.0,34630.0,86406.0,556.0,45.0,10680.0,2.7358614232209737,11368.69565
187,187,187,187,187,187,187,187,11415,19372.0,1600.0,1364.0,11415.0,41286.0,77634.0,1039.0,38.9,8379.0,2.311970402195966,34051.056339999996
188,188,188,188,188,188,188,188,11416,27125.0,2800.0,2252.0,7440.0,26470.0,70703.0,1705.0,35.6,7217.0,3.7584869059165857,37328.82883
189,189,189,189,189,189,189,189,11417,31927.0,3000.0,3159.0,11426.0,29900.0,78627.0,2362.0,38.3,9060.0,3.523951434878587,25886.50581
190,190,190,190,190,190,190,190,11418,38517.0,3700.0,3674.0,15641.0,27398.0,66176.0,2829.0,35.1,10938.0,3.5213933077345034,22202.08206
191,191,191,191,191,191,191,191,11419,49618.0,4700.0,9465.0,4991.0,26605.0,72995.0,8140.0,37.0,12479.0,3.9761198814007535,41816.6519
192,192,192,192,192,192,192,192,11420,48489.0,4300.0,13606.0,7399.0,27552.0,72876.0,11883.0,39.2,13159.0,3.684854472224333,21344.56208
193,193,193,193,193,193,193,193,11421,41002.0,3800.0,2863.0,18122.0,28440.0,77034.0,1921.0,37.8,11638.0,3.523113937102595,30378.10559
194,194,194,194,194,194,194,194,11422,32082.0,2300.0,27832.0,1759.0,37054.0,95394.0,27335.0,38.4,9653.0,3.323526364860665,15342.914780000001
195,195,195,195,195,195,195,195,11423,31400.0,2600.0,13012.0,4070.0,30862.0,82727.0,12198.0,40.8,9787.0,3.2083375906815164,21252.303330000002
196,196,196,196,196,196,196,196,11424,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0
197,197,197,197,197,197,197,197,11425,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0
198,198,198,198,198,198,198,198,11426,20801.0,1500.0,1573.0,8083.0,40693.0,101670.0,1379.0,38.6,6356.0,3.2726557583385776,13000.7391
199,199,199,199,199,199,199,199,11427,24037.0,2200.0,5310.0,7047.0,32027.0,91302.0,4979.0,42.0,7500.0,3.2049333333333334,14941.73528
200,200,200,200,200,200,200,200,11428,18929.0,1900.0,4770.0,4295.0,30895.0,80833.0,3982.0,40.8,5558.0,3.405721482547679,23010.80432
201,201,201,201,201,201,201,201,11429,27403.0,2300.0,21302.0,964.0,30332.0,91303.0,20884.0,39.0,7340.0,3.7333787465940054,19281.87404
202,202,202,202,202,202,202,202,11430,198.0,30.0,146.0,25.0,9000.0,-666666666.0,146.0,46.9,0.0,inf,25.85359
203,203,203,203,203,203,203,203,11432,62053.0,5600.0,11039.0,11857.0,25935.0,59914.0,9931.0,36.0,18547.0,3.34571628834852,28296.41694
204,204,204,204,204,204,204,204,11433,36489.0,2700.0,24254.0,1432.0,24730.0,61392.0,23459.0,35.0,10519.0,3.4688658617739327,21061.21134
205,205,205,205,205,205,205,205,11434,65791.0,4500.0,58341.0,1927.0,31243.0,77150.0,57595.0,37.9,21462.0,3.065464541981176,18260.96356
206,206,206,206,206,206,206,206,11435,59296.0,4300.0,14940.0,10038.0,28991.0,66703.0,14016.0,35.8,18874.0,3.1416763802055736,35436.9637
207,207,207,207,207,207,207,207,11436,20077.0,2100.0,12945.0,1132.0,30675.0,77792.0,12389.0,36.9,5581.0,3.5973839813653465,22749.049430000003
208,208,208,208,208,208,208,208,11451,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0
209,209,209,209,209,209,209,209,11691,67094.0,3200.0,32786.0,26121.0,25151.0,58411.0,31425.0,31.1,20594.0,3.2579392055938623,21183.8391
210,210,210,210,210,210,210,210,11692,20991.0,1300.0,12998.0,4745.0,24032.0,47530.0,12782.0,34.2,6815.0,3.0801173881144535,18558.558559999998
211,211,211,211,211,211,211,211,11693,12919.0,850.0,2914.0,8174.0,32794.0,68529.0,2571.0,39.5,4845.0,2.6664602683178535,11951.85557
212,212,212,212,212,212,212,212,11694,21354.0,1700.0,1522.0,17362.0,42139.0,110469.0,1449.0,48.5,8468.0,2.521728861596599,14939.97072
213,213,213,213,213,213,213,213,11697,3540.0,300.0,21.0,3378.0,44786.0,128833.0,21.0,49.1,1365.0,2.5934065934065935,1837.3873870000002
